,Table,Catalogue,Data Item Description,Series Type,Series ID,Freq.,Series Start,Series End,No. Obs.,Unit,Data Type,Collection Month
84378,Table 13. Red meat produced - pig meat: all series (tonnes),"7215.0 Livestock Products, Australia",Meat Produced ;  PIGS ;  New South Wales ;,Original,A117733981K,Quarter,1972-09-01,2023-12-01,206,Tonnes,FLOW,3
59667,"Table 13. Rental, Hiring and Real Estate Services (L) - Trend, Seasonally Adjusted and Original",6150.0.55.003 Labour Account Australia,"Jobs; Labour Account main jobs - Percentage changes ;  Australia ;  Rental, hiring and real estate services (L) ;",Trend,A85392165K,Quarter,1994-09-01,2023-12-01,118,Percent,PERCENT,3
85379,"Table 13: Business turnover indicator, Arts and recreation services - Monthly percentage change and index",5681.0 Monthly Business Turnover Indicator,Business Turnover Index ;  Arts and recreation services ;  Current Price ;,Seasonally Adjusted,A124873887L,Month,2010-01-01,2024-02-01,170,Index Numbers,INDEX,1
23426,"Table 14. Household Income Account and Per Capita, Queensland: Current prices",5220.0 Australian National Accounts: State Accounts,TOTAL GROSS INCOME ;,Original,A2335016C,Annual,1990-06-01,2023-06-01,34,$ Millions,DERIVED,6
83703,Table 14. Households; Housing finance; Investors; Total housing excluding refinancing; By state; New loan commitments; Numbers and values,5601.0 Lending Indicators,Households ;  Housing Finance ;  Investor ;  Total housing excluding refinancing ;  Australian Capital Territory ;  New loan commitments ;  Value ;,Seasonally Adjusted,A108269260V,Month,2002-07-01,2024-02-01,260,$ Millions,FLOW,1
98313,"Table 14. Input to the Manufacturing industries, subdivision index numbers","6427.0 Producer Price Indexes, Australia",Index Numbers ;  23 Transport equipment manufacturing ;,Original,A2312468R,Quarter,1985-09-01,2023-12-01,154,Index Numbers,INDEX,3
39793,"Table 14. Number of dwelling units approved, by sector, original - Queensland","8731.0 Building Approvals, Australia",Total number of dwelling units ;  Queensland ;  Total Sectors ;  Houses ;  New ;,Original,A418651C,Month,1970-07-01,2024-02-01,644,Number,FLOW,1
13363,"Table 14. Private Non-Financial Corporations Income Account, Current prices","5206.0 Australian National Accounts: National Income, Expenditure and Product",Property income payable - Interest ;,Seasonally Adjusted,A85125136C,Quarter,1988-09-01,2023-12-01,142,$ Millions,DERIVED,3
56451,"Table 14. Professional, Scientific and Technical Services (M) - Trend, Seasonally Adjusted and Original",6150.0.55.003 Labour Account Australia,"Payments; Compensation of employees - Percentage changes ;  Australia ;  Professional, scientific and technical services (M) ;",Seasonally Adjusted,A85392542F,Quarter,1994-09-01,2023-12-01,118,Percent,PERCENT,3
84292,Table 14. Red meat produced - total red meat: all series (tonnes),"7215.0 Livestock Products, Australia",Meat Produced ;  Total Red Meat ;  Total (State) ;,Seasonally Adjusted,A117734007X,Quarter,1972-09-01,2023-12-01,206,Tonnes,FLOW,3
97551,"Table 14. South Australia, Actual and Expected Capital Expenditure, by Asset, by Industry, Original - Current Prices $m","5625.0 Private New Capital Expenditure and Expected Expenditure, Australia","Long Term Expected Expenditure ;  South Australia ;  Equipment, Plant and Machinery ;  Current Price ;  Total, including Education and Health ;",Original,A124794015W,Quarter,1989-06-01,2023-12-01,139,$ Millions,FLOW,3
85393,"Table 14: Business turnover indicator, Other services - Monthly percentage change and index",5681.0 Monthly Business Turnover Indicator,Business Turnover Percentage Change ;  Other services ;  Current Price ;,Trend,A124891070F,Month,2010-01-01,2024-02-01,170,Percent,PERCENT,1
81295,Table 14a. Unemployed persons by Duration of job search and Sex,"6291.0.55.001 Labour Force, Australia, Detailed",> 26 weeks and under 52 weeks (6-12 months) ;  > Unemployed looked for only part-time work ;  > Females ;,Original,A84597794T,Month,1991-01-01,2024-02-01,398,000,STOCK,1
70497,"Table 14b. Unemployed persons by Duration of job search and Sex - Trend, Seasonally adjusted, and Original","6291.0.55.001 Labour Force, Australia, Detailed",Long-term unemployed ;  52 weeks and over (1 year and over) ;  > Females ;,Original,A83903900F,Month,1991-01-01,2024-02-01,398,000,DERIVED,1
67089,"Table 14c. Median duration of job search by State, Territory and Duration of job search","6291.0.55.001 Labour Force, Australia, Detailed",Median duration of job search ;  > 4 weeks and under 13 weeks (1-3 months) ;  > South Australia ;,Original,A85144273C,Month,1991-01-01,2024-02-01,398,Weeks,DERIVED,1
75535,Table 14d. Median duration of job search by Age and Duration of job search,"6291.0.55.001 Labour Force, Australia, Detailed",Median duration of job search ;  15-64 years ;,Original,A85145131R,Month,1991-01-01,2024-02-01,398,Weeks,DERIVED,1
74484,Table 14e. Median duration of job search by Relationship in household and Duration of job search,"6291.0.55.001 Labour Force, Australia, Detailed","Median duration of job search ;  > 52 weeks and under 104 weeks (1-2 years) ;  >> Husband, wife or partner ;  Without dependants ;",Original,A85145443A,Month,1991-01-01,2024-02-01,398,Weeks,DERIVED,1
58901,"Table 15. Administrative and Support Services (N) - Trend, Seasonally Adjusted and Original",6150.0.55.003 Labour Account Australia,Persons; Labour Account employed persons ;  Australia ;  Administrative and support services (N) ;,Seasonally Adjusted,A85392714R,Quarter,1994-09-01,2023-12-01,118,000,STOCK,3
84306,Table 15. Chicken meat produced: all series (tonnes),"7215.0 Livestock Products, Australia",Meat Produced ;  New South Wales ;,Original,A117734081W,Quarter,1965-09-01,2023-12-01,234,Tonnes,FLOW,3
18667,"Table 15. Household Income Account and Per Capita, South Australia: Current prices",5220.0 Australian National Accounts: State Accounts,Total primary income payable ;,Original,A2334821A,Annual,1990-06-01,2023-06-01,34,$ Millions,DERIVED,6
83676,Table 15. Households; Housing finance; Investors; By detailed purpose; New loan commitments; New South Wales; Numbers and values,5601.0 Lending Indicators,Households ;  Housing Finance ;  Investor ;  Internal refinancing ;  New South Wales ;  New loan commitments ;  Value ;,Original,A108271948J,Month,2019-07-01,2024-02-01,56,$ Millions,FLOW,1
23994,"Table 15. Labour Productivity and Input, Hours worked and Gross Value Added (GVA) per hour worked - by Industry",5204.0 Australian System of National Accounts,Public administration and safety ;  GVA per hour worked ;,Original,A3347125J,Annual,1995-06-01,2023-06-01,29,Index Numbers,DERIVED,6
60056,Table 15. Labour force status for 15-24 year olds by Educational attendance (full-time) and Sex,"6202.0 Labour Force, Australia",> Attending tertiary educational institution full-time ;  Participation rate ;  > Females ;,Original,A84424392V,Month,1986-04-01,2024-02-01,455,Percent,PERCENT,1
40769,"Table 15. Number of dwelling units approved, by sector, original - South Australia","8731.0 Building Approvals, Australia",Total number of dwelling units ;  South Australia ;  Total Sectors ;  Total Residential ;  Conversions ;,Original,A118606480F,Month,1996-07-01,2024-02-01,332,Number,FLOW,1
17446,"Table 15. Public Non-Financial Corporations Income Account, Current prices","5206.0 Australian National Accounts: National Income, Expenditure and Product",TOTAL USE OF GROSS INCOME ;,Seasonally Adjusted,A85125239V,Quarter,1988-09-01,2023-12-01,142,$ Millions,DERIVED,3
97317,"Table 15. Western Australia, Actual and Expected Capital Expenditure, by Asset, by Industry, Original - Current Prices $m","5625.0 Private New Capital Expenditure and Expected Expenditure, Australia","Actual Expenditure ;  Western Australia ;  Total (Type of Asset - Detailed Level) ;  Current Price ;  Non-Mining, including Education and Health ;",Original,A124798336J,Quarter,1989-06-01,2023-12-01,139,$ Millions,FLOW,3
12783,"Table 16. Financial Corporations Income Account, Current prices","5206.0 Australian National Accounts: National Income, Expenditure and Product",TOTAL GROSS INCOME ;,Trend,A85125389A,Quarter,1988-09-01,2023-12-01,142,$ Millions,DERIVED,3
22496,"Table 16. Household Income Account and Per Capita, Western Australia: Current prices",5220.0 Australian National Accounts: State Accounts,Secondary income payable - Social contributions for workers' compensation ;,Original,A2334844T,Annual,1990-06-01,2023-06-01,34,$ Millions,DERIVED,6
84240,Table 16. Households; Housing finance; Investors; By detailed purpose; New loan commitments; Victoria; Numbers and values,5601.0 Lending Indicators,"Households ;  Housing Finance ;  Investor ;  Alterations, additions and repairs ;  Victoria ;  New loan commitments ;  Number ;",Original,A108290072F,Month,2019-07-01,2024-02-01,56,Number,FLOW,1
54404,"Table 16. Import Price Index: BEC Category, Index Numbers","6457.0 International Trade Price Indexes, Australia",Index Numbers ;  Food and beverages ;,Original,A2298159L,Quarter,1983-06-01,2023-12-01,163,Index Numbers,INDEX,3
65423,Table 16. Labour force status by Labour market region (ASGS) and Sex,"6291.0.55.001 Labour Force, Australia, Detailed",>> Rest of NSW ;  Employment to population ratio ;  Persons ;,Original,A84599628W,Month,1998-10-01,2024-02-01,305,Percent,PERCENT,1
65083,"Table 16. Labour force status for 15-24 year olds by State, Territory and Educational attendance (full-time)","6202.0 Labour Force, Australia",> Australian Capital Territory ;  > Attending tertiary educational institution full-time ;  Civilian population aged 15-24 years ;,Original,A84424484C,Month,1986-04-01,2024-02-01,455,000,STOCK,1
40915,"Table 16. Number of dwelling units approved, by sector, original - Western Australia","8731.0 Building Approvals, Australia",Total number of dwelling units ;  Western Australia ;  Private Sector ;  Total Non-residential ;  Total Work ;,Original,A420918V,Month,1983-07-01,2024-02-01,488,Number,FLOW,1
55655,"Table 16. Public Administration and Safety (O) - Trend, Seasonally Adjusted and Original",6150.0.55.003 Labour Account Australia,Volume; Hours sought but not worked - Percentage changes ;  Australia ;  Public administration and safety (O) ;,Trend,A85392980F,Quarter,1994-09-01,2023-12-01,118,Percent,PERCENT,3
28664,Table 16. Selected Analytical Series,5204.0 Australian System of National Accounts,Public ;  Final demand: Current prices - Percentage Changes ;,Original,A124919315V,Annual,1987-06-01,2023-06-01,37,Percent,DERIVED,6
96829,"Table 16. Tasmania, Actual and Expected Capital Expenditure, by Asset, by Industry, Original - Current Prices $m","5625.0 Private New Capital Expenditure and Expected Expenditure, Australia","Actual Expenditure ;  Tasmania ;  Buildings and Structures ;  Current Price ;  Total, including Education and Health ;",Original,A124792389C,Quarter,1989-06-01,2023-12-01,139,$ Millions,FLOW,3
69229,"Table 16b. Labour force status by Labour market region (ASGS) and Sex, Annual averages of the previous 12 months","6291.0.55.001 Labour Force, Australia, Detailed",>> Rest of SA ;  Labour force total ;  Persons ;,Original,A85131354R,Month,1999-09-01,2024-02-01,294,000,AVERAGE,1
67431,Table 16c. Median duration of job search by Labour market region (ASGS) and Duration of job search,"6291.0.55.001 Labour Force, Australia, Detailed",Median duration of job search ;  52 weeks and over (Long-term unemployed) ;  >>> Logan - Beaudesert ;,Original,A85146063T,Month,1998-10-01,2024-02-01,305,Weeks,DERIVED,1
84523,Table 17. Annual livestock slaughtered - excluding chickens: original ('000),"7215.0 Livestock Products, Australia",Number Slaughtered ;  CATTLE (excl. calves) ;  South Australia ;,Original,A2159895K,Annual,1973-06-01,2023-06-01,51,000,FLOW,6
56137,"Table 17. Education and Training (P) - Trend, Seasonally Adjusted and Original",6150.0.55.003 Labour Account Australia,Jobs; Total jobs ;  Australia ;  Education and training (P) ;,Seasonally Adjusted,A85393074W,Quarter,1994-09-01,2023-12-01,118,000,STOCK,3
72873,Table 17. Employed persons by Expectations of future employment and Number of months with current employer or in own business,"6291.0.55.001 Labour Force, Australia, Detailed",> Employer or own business closing down or downsizing ;  With current employer or business for 12 months or more ;  > Employed part-time ;  > Females ;,Original,A85060360C,Quarter,2001-05-01,2024-02-01,92,000,STOCK,2
97006,Table 17. Financial Year Estimates Combining Actual and Expected Expenditure by Type of Asset and Industry - Current Prices $m,"5625.0 Private New Capital Expenditure and Expected Expenditure, Australia","Estimate 5: 6 months actual and 6 months expectation as reported in Jan-Feb ;  Total (State) ;  Equipment, Plant and Machinery ;  Current Price ;  Non-Mining, including Education and Health ;",Original,A124793712K,Annual,1988-06-01,2025-06-01,38,$ Millions,FLOW,6
17533,"Table 17. General Government Income Account, Current prices","5206.0 Australian National Accounts: National Income, Expenditure and Product",Gross operating surplus ;,Trend,A2298709V,Quarter,1959-09-01,2023-12-01,258,$ Millions,DERIVED,3
23587,"Table 17. Household Income Account and Per Capita, Tasmania: Current prices",5220.0 Australian National Accounts: State Accounts,"Secondary income payable - Other current taxes on income, wealth, etc. ;",Original,A2334866F,Annual,1990-06-01,2023-06-01,34,$ Millions,DERIVED,6
84206,Table 17. Households; Housing finance; Investors; By detailed purpose; New loan commitments; Queensland; Numbers and values,5601.0 Lending Indicators,Households ;  Housing Finance ;  Investor ;  Construction of dwellings ;  Queensland ;  New loan commitments ;  Number ;,Original,A108272005V,Month,2019-07-01,2024-02-01,56,Number,FLOW,1
64584,"Table 17. Labour force status for 15-19 year olds by Sex - Trend, Seasonally adjusted and Original","6202.0 Labour Force, Australia",Participation rate ;  > Males ;,Original,A84424902J,Month,1978-02-01,2024-02-01,553,Percent,PERCENT,1
27399,"Table 17. Non-Financial Corporations Income Account, Current prices",5204.0 Australian System of National Accounts,Secondary income payable - Current transfers to non-profit institutions ;,Original,A2421517R,Annual,1960-06-01,2023-06-01,64,$ Millions,DERIVED,6
41541,"Table 17. Number of dwelling units approved, by sector, original - Tasmania","8731.0 Building Approvals, Australia",Total number of dwelling units ;  Tasmania ;  Private Sector ;  Houses ;  New ;,Original,A418844X,Month,1970-07-01,2024-02-01,644,Number,FLOW,1
98385,"Table 17. Output of the Construction industries, subdivision and class index numbers","6427.0 Producer Price Indexes, Australia",Index Number ;  3101 Road and bridge construction Western Australia ;,Original,A2333769K,Quarter,1998-09-01,2023-12-01,102,Index Numbers,INDEX,3
84303,Table 18. Annual livestock slaughtered - chickens: original ('000),"7215.0 Livestock Products, Australia",Chickens Slaughtered ;  South Australia ;,Original,A2141286W,Annual,1966-06-01,2023-06-01,58,000,FLOW,6
54499,"Table 18. Export Price Index by Selected AHECC Section, Index Numbers","6457.0 International Trade Price Indexes, Australia","Index Numbers ;  Optical, photographic tools ;",Original,A2295084A,Quarter,1989-09-01,2023-12-01,138,Index Numbers,INDEX,3
58380,"Table 18. Health Care and Social Assistance (Q) - Trend, Seasonally Adjusted and Original",6150.0.55.003 Labour Account Australia,Persons; Rate of multiple job holding (proportion of employed persons) ;  Australia ;  Health care and social assistance (Q) ;,Seasonally Adjusted,A85393378J,Quarter,1994-09-01,2023-12-01,118,Percent,PERCENT,3
20947,"Table 18. Household Income Account and Per Capita, Northern Territory: Current prices",5220.0 Australian National Accounts: State Accounts,Total secondary income payable ;,Original,A2334603C,Annual,1990-06-01,2023-06-01,34,$ Millions,DERIVED,6
83750,Table 18. Households; Housing finance; Investors; By detailed purpose; New loan commitments; South Australia; Numbers and values,5601.0 Lending Indicators,Households ;  Housing Finance ;  Investor ;  Purchase of newly erected dwellings ;  South Australia ;  New loan commitments ;  Value ;,Original,A108285619C,Month,2019-07-01,2024-02-01,56,$ Millions,FLOW,1
98245,"Table 18. Input to the House construction industry, six state capital cities, weighted average and city, index numbers and percentage changes","6427.0 Producer Price Indexes, Australia",Index Number ;  Cement products ;  Hobart ;,Original,A2390999F,Quarter,1989-09-01,2023-12-01,138,Index Numbers,INDEX,3
62234,"Table 18. Labour force status for 15-64 year olds by Sex - Trend, Seasonally adjusted and Original","6202.0 Labour Force, Australia",> Unemployment rate looked for full-time work ;  > Males ;,Trend,A84425211R,Month,1978-02-01,2024-02-01,553,Percent,PERCENT,1
16881,"Table 18. National General Government Income Account, Current prices","5206.0 Australian National Accounts: National Income, Expenditure and Product",Subsidies ;,Trend,A85124837A,Quarter,1972-09-01,2023-12-01,206,$ Millions,DERIVED,3
25622,"Table 18. Non-Financial Corporations Capital Account, Current prices",5204.0 Australian System of National Accounts,Gross fixed capital formation - Ownership transfer costs ;,Original,A2421536W,Annual,1960-06-01,2023-06-01,64,$ Millions,DERIVED,6
40200,"Table 18. Number of dwelling units approved, by sector, original - Northern Territory","8731.0 Building Approvals, Australia",Total number of dwelling units ;  Northern Territory ;  Total Sectors ;  Total Residential ;  Conversions ;,Original,A118599136C,Month,1996-07-01,2024-02-01,332,Number,FLOW,1
97525,Table 18. Realisation Ratios Comparing Actual to Expected Expenditure by Type of Asset and Industry - Current Prices $m,"5625.0 Private New Capital Expenditure and Expected Expenditure, Australia","Realisation ratio for Estimate 2 ;  Total (State) ;  Equipment, Plant and Machinery ;  Current Price ;  Total, including Education and Health ;",Original,A124793632K,Annual,1989-06-01,2023-06-01,35,$ Millions,RATIO,6
58602,"Table 19. Arts and Recreation Services (R) - Trend, Seasonally Adjusted and Original",6150.0.55.003 Labour Account Australia,Payments; Total labour income ;  Australia ;  Arts and recreation services (R) ;,Original,A85393540V,Quarter,1994-09-01,2023-12-01,118,$ Millions,FLOW,3
54434,"Table 19. Export Price Index by Selected ANZSIC Division and Subdivision, Index Numbers","6457.0 International Trade Price Indexes, Australia",Index Numbers ;  19 Polymer product and rubber product manufacturing ;,Original,A3343427T,Quarter,2001-09-01,2023-12-01,90,Index Numbers,INDEX,3
23041,"Table 19. Household Income Account and Per Capita, Australian Capital Territory: Current prices",5220.0 Australian National Accounts: State Accounts,Secondary income payable - Income tax ;,Original,A2334620F,Annual,1990-06-01,2023-06-01,34,$ Millions,DERIVED,6
83610,Table 19. Households; Housing finance; Investors; By detailed purpose; New loan commitments; Western Australia; Numbers and values,5601.0 Lending Indicators,Households ;  Housing Finance ;  Investor ;  Construction of dwellings ;  Western Australia ;  New loan commitments ;  Number ;,Original,A108267364A,Month,2019-07-01,2024-02-01,56,Number,FLOW,1
97145,Table 19. Mining and Manufacturing subdivisions by Type of Asset - Current Prices $m,"5625.0 Private New Capital Expenditure and Expected Expenditure, Australia",Short Term Expected Expenditure ;  Total (State) ;  Buildings and Structures ;  Current Price ;  Petroleum and Coal Product Manufacturing ;,Original,A3513809K,Quarter,1987-06-01,2023-12-01,147,$ Millions,FLOW,3
60169,"Table 19. Monthly hours worked in all jobs by Employed full-time, part-time and Sex and by State and Territory - Trend and Seasonally adjusted","6202.0 Labour Force, Australia",> Monthly hours worked in all jobs (employed part-time) ;  > Females ;,Trend,A84426291V,Month,1978-07-01,2024-02-01,548,000 Hours,FLOW,1
27164,"Table 19. Non-Financial Corporations Financial Account, Current prices",5204.0 Australian System of National Accounts,Private non-financial corporations - Acquisition of financial assets - Total insurance technical reserves ;,Original,A84933864L,Annual,1989-06-01,2023-06-01,35,$ Billions,DERIVED,6
40375,"Table 19. Number of dwelling units approved, by sector, original - Australian Capital Territory","8731.0 Building Approvals, Australia",Total number of dwelling units ;  Australian Capital Territory ;  Total Sectors ;  Total Residential ;  Conversions ;,Original,A118584448L,Month,1996-07-01,2024-02-01,332,Number,FLOW,1
99299,"Table 19. Quarterly Retail Turnover Per Capita, Australia, All Series","8501.0 Retail Trade, Australia",Retail turnover per capita - Chain Volume Measures ;  Total (State) ;,Original,A83895055X,Quarter,1983-09-01,2023-12-01,162,$,DERIVED,3
17036,"Table 19. State and Local General Government Income Account, Current prices","5206.0 Australian National Accounts: National Income, Expenditure and Product",Property income receivable - Dividends ;  Public financial corporations ;,Original,A2302162L,Quarter,1972-09-01,2023-12-01,206,$ Millions,DERIVED,3
82458,Table 19. Underemployed persons by Industry division (ANZSIC) or Occupation major group (ANZSCO) of main job and Sex,"6291.0.55.001 Labour Force, Australia, Detailed",Other Services ;  Employed total ;  > Males ;,Original,A84450362T,Quarter,1991-02-01,2024-02-01,133,000,STOCK,2
62825,"Table 19a. Monthly hours worked in all jobs by Employed full-time, part-time and Sex and Territory - Seasonally adjusted","6202.0 Labour Force, Australia",Monthly hours worked in all jobs ;  > Northern Territory ;,Seasonally Adjusted,A84426255K,Month,1978-07-01,2024-02-01,548,000 Hours,FLOW,1
52758,Table 1: Industrial disputes which occurred during the period,"6321.0.55.001 Industrial Disputes, Australia",Number of Disputes ;  Quarter ;  Dispute new ;,Original,A2540832T,Quarter,1985-03-01,2023-12-01,156,Number,STOCK,3
89347,"Table 1: Total Movement, Arrivals - Category of Movement","3401.0 Overseas Arrivals and Departures, Australia",Number of movements ;  Total Arrivals ;,Original,A85232561W,Month,1976-01-01,2024-01-01,577,Number,FLOW,1
56572,"Table 2. Agriculture, Forestry and Fishing (A) - Trend, Seasonally Adjusted and Original",6150.0.55.003 Labour Account Australia,"Jobs; Filled jobs ; Private sector - Percentage changes ;  Australia ;  Agriculture, forestry and fishing (A) ;",Trend,A85389883V,Quarter,1994-09-01,2023-12-01,118,Percent,PERCENT,3
97708,"Table 2. Expected Expenditure Short Term, by Type of Asset and Industry, Original - Current Prices $m","5625.0 Private New Capital Expenditure and Expected Expenditure, Australia","Short Term Expected Expenditure ;  Total (State) ;  Equipment, Plant and Machinery ;  Current Price ;  Retail Trade ;",Original,A3517226F,Quarter,1987-06-01,2023-12-01,147,$ Millions,FLOW,3
25704,Table 2. Expenditure on Gross Domestic Product (GDP),5204.0 Australian System of National Accounts,Farm ;  Changes in inventories: Chain volume measures ;,Original,A2420687L,Annual,1975-06-01,2023-06-01,49,$ Millions,DERIVED,6
17262,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures","5206.0 Australian National Accounts: National Income, Expenditure and Product",Domestic final demand ;,Original,A2302514F,Quarter,1959-09-01,2023-12-01,258,$ Millions,DERIVED,3
20284,"Table 2. Expenditure, Income and Industry Components of Gross State Product, New South Wales, Chain volume measures and current prices",5220.0 Australian National Accounts: State Accounts,Total all industries ;  Gross operating surplus and gross mixed income: Current prices ;,Original,A2335270K,Annual,1990-06-01,2023-06-01,34,$ Millions,DERIVED,6
83725,Table 2. Households; Housing finance; Total housing; By property purpose; By lender type; New loan commitments; Values,5601.0 Lending Indicators,Households ;  Housing Finance ;  Owner occupier ;  Total housing excluding refinancing ;  Major Banks ;  New loan commitments ;  Value ;,Seasonally Adjusted,A108286886R,Month,2002-07-01,2024-02-01,260,$ Millions,FLOW,1
84274,Table 2. Livestock slaughtered - cows and heifers: all series ('000),"7215.0 Livestock Products, Australia",Number Slaughtered ;  COWS AND HEIFERS ;  Northern Territory ;,Original,A117734653T,Quarter,1976-09-01,2023-12-01,190,000,FLOW,3
99814,Table 2. Median Price and Number of Transfers (Capital City and Rest of State),6432.0 Total Value of Dwellings,Median Price of Attached Dwelling Transfers (Unstratified) ;  Rest of NSW ;,Original,A83728578L,Quarter,2003-09-01,2023-12-01,82,$'000,FLOW,3
21547,"Table 20. Household Income Account and Per Capita, Australia: Current prices",5220.0 Australian National Accounts: State Accounts,Property income payable - Interest - Consumer debt ;,Original,A2334637A,Annual,1990-06-01,2023-06-01,34,$ Millions,DERIVED,6
14376,"Table 20. Household Income Account, Current prices","5206.0 Australian National Accounts: National Income, Expenditure and Product",Property income payable - Interest - Consumer debt ;,Seasonally Adjusted,A2302927C,Quarter,1959-09-01,2023-12-01,258,$ Millions,DERIVED,3
84251,Table 20. Households; Housing finance; Investors; By detailed purpose; New loan commitments; Tasmania; Numbers and values,5601.0 Lending Indicators,Households ;  Housing Finance ;  Investor ;  Total housing excluding refinancing ;  Tasmania ;  New loan commitments ;  Number ;,Original,A108290303C,Month,2019-07-01,2024-02-01,56,Number,FLOW,1
96905,"Table 20. Manufacturing by State, by Asset, Original - Current Prices $m","5625.0 Private New Capital Expenditure and Expected Expenditure, Australia",Actual Expenditure ;  Queensland ;  Total (Type of Asset - Detailed Level) ;  Current Price ;  Manufacturing ;,Original,A3515416J,Quarter,1989-06-01,2023-12-01,139,$ Millions,FLOW,3
27085,"Table 20. Non-Financial Corporations Balance Sheet, Current prices - as at 30 June",5204.0 Australian System of National Accounts,Total Assets ;,Original,A2421568R,Annual,1989-06-01,2023-06-01,35,$ Billions,DERIVED,6
41098,"Table 20. Number of dwelling units approved in new residential buildings, original - Australia","8731.0 Building Approvals, Australia",Total number of dwelling units ;  New ;  Apartments - In a four or more storey block ;,Original,A118758400K,Month,1991-07-01,2024-02-01,392,Number,FLOW,1
55820,"Table 20. Other Services (S) - Trend, Seasonally Adjusted and Original",6150.0.55.003 Labour Account Australia,Persons; Labour Account main job holders - Percentage changes ;  Australia ;  Other services (S) ;,Trend,A85393850A,Quarter,1994-09-01,2023-12-01,118,Percent,PERCENT,3
98335,"Table 20. Output of the Accommodation and food services industries, group index numbers","6427.0 Producer Price Indexes, Australia",Index Numbers ;  440 Accommodation ;,Original,A4406608F,Quarter,2001-09-01,2023-12-01,90,Index Numbers,INDEX,3
74602,Table 20a. Unemployed persons who looked for full-time and part-time work by Age,"6291.0.55.001 Labour Force, Australia, Detailed",> 45-54 years ;  >> Unemployed looked for both full-time and part-time work ;,Original,A83910295A,Month,2014-07-01,2024-02-01,116,000,STOCK,1
79954,Table 20b. Unemployed persons who looked for full-time and part-time work by Sex,"6291.0.55.001 Labour Force, Australia, Detailed",> Females ;  > Unemployed looked for full-time work ;,Original,A84088086W,Month,2014-07-01,2024-02-01,116,000,STOCK,1
77702,Table 20c. Unemployed persons who looked for full-time and part-time work by State and Territory,"6291.0.55.001 Labour Force, Australia, Detailed",> Western Australia ;  Unemployed total ;,Original,A84088055F,Month,2014-07-01,2024-02-01,116,000,STOCK,1
16838,"Table 21. External Account, Current prices","5206.0 Australian National Accounts: National Income, Expenditure and Product",Balance on external income and capital transfers ;,Seasonally Adjusted,A2302883L,Quarter,1959-09-01,2023-12-01,258,$ Millions,DERIVED,3
84189,Table 21. Households; Housing finance; Investors; By detailed purpose; New loan commitments; Northern Territory; Numbers and values,5601.0 Lending Indicators,Households ;  Housing Finance ;  Investor ;  Total housing excluding refinancing ;  Northern Territory ;  New loan commitments ;  Number ;,Original,A108267763K,Month,2019-07-01,2024-02-01,56,Number,FLOW,1
97078,Table 21. Manufacturing Financial Year Estimates and Realisation Ratios by Type of Asset - Current Prices $m,"5625.0 Private New Capital Expenditure and Expected Expenditure, Australia",Realisation ratio for Estimate 7 ;  Total (State) ;  Total (Type of Asset - Detailed level) ;  Current Price ;  Manufacturing ;,Original,A3518345R,Annual,1988-06-01,2023-06-01,36,$ Millions,RATIO,6
20895,"Table 21. New South Wales Capital Stock by Type of asset, Institutional sector and Industry",5220.0 Australian National Accounts: State Accounts,Education and training (P) ;  Gross fixed capital formation: Chain volume measures ;,Original,A85134074A,Annual,1990-06-01,2023-06-01,34,$ Millions,DERIVED,6
98396,"Table 21. Output of the Transport, postal and warehousing industries, group and class index numbers","6427.0 Producer Price Indexes, Australia",Index Numbers ;  5211 Stevedoring services ;,Original,A2314118A,Quarter,1996-03-01,2023-12-01,112,Index Numbers,INDEX,3
26823,"Table 21. Private Non-Financial Corporations Income Account, Current prices",5204.0 Australian System of National Accounts,Gross operating surplus ;,Original,A2421609X,Annual,1960-06-01,2023-06-01,64,$ Millions,DERIVED,6
64596,Table 21. Quarterly hours worked in all jobs by Market and Non-market sector - Seasonally adjusted,"6202.0 Labour Force, Australia","Quarterly hours worked in all jobs ;  > Agriculture, Forestry and Fishing ;",Seasonally Adjusted,A84426292W,Quarter,1984-12-01,2023-12-01,157,000 Hours,FLOW,3
55994,Table 21. Unbalanced: Total All Industries - Original,6150.0.55.003 Labour Account Australia,Jobs; Unbalanced; Statistical discrepancy as a % of filled jobs (household sources) ;  Australia ;  Total all industries ;,Original,A85352838W,Quarter,1994-09-01,2023-12-01,118,Percent,PERCENT,3
41377,"Table 21. Value of dwelling units approved in new residential buildings, original, Australia","8731.0 Building Approvals, Australia",Total value of building jobs ;  New ;  Apartments - Total including those attached to a house ;,Original,A118758124A,Month,1991-07-01,2024-02-01,392,$'000,FLOW,1
57870,Table 22 Revisions Table,6150.0.55.003 Labour Account Australia,"Persons; Labour Force Survey underutilised persons ;  Australia ;  Transport, postal and warehousing (I) ;",Original,A85396645V,Quarter,1994-09-01,2023-09-01,117,000,STOCK,3
40034,"Table 22. Dwelling units approved in new residential buildings, number and value, original - New South Wales","8731.0 Building Approvals, Australia",Total value of building jobs ;  New South Wales ;  New ;  Apartments - Total including those attached to a house ;,Original,A118787500K,Month,1991-07-01,2024-02-01,392,$'000,FLOW,1
